Date,TradingMember,WorksFor,ClientCode,OwnsSymbol,Security,ISIN,Volume,BuyOrSell,SellPrice,BuyPrice,SellPricePerShare,BuyPricePerShare,DealerUserId,DealerUserName
02/27/2020,Ruby Lobo,Gail,2,MRF,NSE,856746309245,500,Sell,34625.0,11060.0,69.25,22.12,EETJJT,pbsavdnn
03/30/2020,Ruby Lobo,Gail,2,Bharat Petroleum,BSE,927107720566,6700,Sell,535397.0,117987.0,79.91,17.61,XKWSMV,njmjllox
03/12/2020,Tanooj Shah,HDFC,5,Bharat Petroleum,BSE,572586810411,700,Buy,20930.0,35343.0,29.9,50.49,ASTUDM,gbapmcgh
03/27/2020,Tanooj Shah,HDFC,5,TATA Motors,NSE,104324930603,8700,Buy,149205.0,642669.0,17.15,73.87,FDGXIW,rkhirndj
03/18/2020,Adagatla Mamata,ITC,3,Karnataka Bank,BSE,50431284991,6900,Buy,116334.0,74727.0,16.86,10.83,RPHXFO,ssclwxoj
02/28/2020,Deepak Mishra,Cadila,4,Zomato,NSE,860593299138,4500,Sell,253080.0,386370.0,56.24,85.86,VMJWRA,tcyaugzx
03/03/2020,Deepak Mishra,Cadila,4,Cadila,NSE,615379985784,200,Sell,11366.0,19416.0,56.83,97.08,YGEPSH,nhugkqhp
02/10/2020,Viral Sanghavi,TATA Motors,1,ITC,NSE,976007265636,1400,Buy,103460.00000000001,133322.0,73.9,95.23,KHNEZR,gcpovdhz
02/10/2020,Viral Sanghavi,TATA Motors,1,Gail,BSE,841663198937,9300,Buy,928047.0,896334.0,99.79,96.38,QHUMMI,pqekiejt
02/15/2020,Deepak Mishra,Cadila,4,Karnataka Bank,NSE,430044501763,400,Sell,20588.0,24172.0,51.47,60.43,FXHCZA,vcofjtdx
02/19/2020,Adagatla Mamata,ITC,3,Royal Enfield,BSE,628678730251,6900,Buy,291801.0,405237.0,42.29,58.73,BJZCHT,fsisssgj
03/21/2020,Deepak Mishra,Cadila,4,Zomato,BSE,499372731325,4800,Buy,236064.0,274800.0,49.18,57.25,TNISYW,tvqjgrnf
03/06/2020,Tanooj Shah,HDFC,5,ONGC,NSE,338245706011,1500,Buy,125085.0,117359.99999999999,83.39,78.24,VVTJVF,jdnqmodp
02/04/2020,Adagatla Mamata,ITC,3,Suzlon,BSE,591590945277,600,Buy,11634.0,8508.0,19.39,14.18,CJTEYY,qvwbazsr
02/20/2020,Tanooj Shah,HDFC,5,Rajesh Exports,BSE,524893048354,4100,Sell,351452.0,141983.0,85.72,34.63,IEHBXV,hlzspcqi
02/09/2020,Viral Sanghavi,TATA Motors,1,Dabur,BSE,613163383520,6500,Buy,224835.00000000003,21775.0,34.59,3.35,QOBBTU,lmytlxkn
02/13/2020,Ruby Lobo,Gail,2,DLF,NSE,739330518993,8700,Buy,678861.0,261087.0,78.03,30.01,TGDDIU,uwdgefti
02/22/2020,Adagatla Mamata,ITC,3,Britannia,NSE,203014376191,7100,Buy,210870.0,432887.0,29.7,60.97,NTGCVA,bjnmieae
03/07/2020,Ruby Lobo,Gail,2,Rajesh Exports,NSE,804273529772,1100,Sell,24024.0,101783.0,21.84,92.53,XSCIZJ,wrjrtebr
02/19/2020,Ruby Lobo,Gail,2,Maruti Suzuki,BSE,211886191368,4200,Buy,79212.0,334194.0,18.86,79.57,CRYYHJ,zvwpyqyu
02/05/2020,Tanooj Shah,HDFC,5,Britannia,NSE,662973023490,6700,Buy,505045.99999999994,198253.0,75.38,29.59,ENEIQC,mdgrerww
02/27/2020,Deepak Mishra,Cadila,4,TATA Motors,BSE,219655654262,9300,Buy,903216.0,795987.0,97.12,85.59,OJFCKG,dsjrkqyj
03/06/2020,Adagatla Mamata,ITC,3,SBIN,NSE,73119086177,9600,Buy,480480.0,319872.0,50.05,33.32,CDLFKA,fqftpghj
02/26/2020,Ruby Lobo,Gail,2,Eureka Forbes,NSE,320089187562,3900,Sell,363636.0,383682.0,93.24,98.38,MEWRJW,mqbpzdza
02/15/2020,Ruby Lobo,Gail,2,ONGC,BSE,181545981935,6200,Sell,412114.0,435612.00000000006,66.47,70.26,SJOAAN,wzczdnxk
02/16/2020,Tanooj Shah,HDFC,5,Indiabulls,NSE,207032437935,2200,Buy,30822.0,121154.0,14.01,55.07,ULFINI,nehjsels
03/30/2020,Deepak Mishra,Cadila,4,TATA Motors,BSE,443415956397,4400,Sell,59488.0,251548.0,13.52,57.17,SIBDEI,gvdnaquo
03/24/2020,Adagatla Mamata,ITC,3,Parle,NSE,811833744401,1800,Sell,126629.99999999999,72684.0,70.35,40.38,BBXTTR,lrxulpbi
02/14/2020,Ruby Lobo,Gail,2,ITC,BSE,781445509378,8800,Buy,810832.0,212696.00000000003,92.14,24.17,ESSSFL,zcaxcvjh
02/25/2020,Deepak Mishra,Cadila,4,Cadila,NSE,513877618892,3200,Sell,191744.0,288224.0,59.92,90.07,BOGAIN,bjpqpxzq
02/26/2020,Tanooj Shah,HDFC,5,Larsen & Toubro,BSE,618392897138,3000,Buy,263610.0,154260.0,87.87,51.42,FZZERC,gbbiywdk
02/19/2020,Tanooj Shah,HDFC,5,Reliance,BSE,935281217872,9200,Buy,374164.0,372784.0,40.67,40.52,CSQIBH,nliggzoz
03/13/2020,Adagatla Mamata,ITC,3,ONGC,BSE,356227655218,9100,Sell,386386.0,111293.0,42.46,12.23,YDVABL,umpypurx
02/08/2020,Deepak Mishra,Cadila,4,Cadila,BSE,888570331047,3500,Sell,41405.0,96355.0,11.83,27.53,KKGDBQ,emviqxlp
02/14/2020,Viral Sanghavi,TATA Motors,1,Larsen & Toubro,BSE,592173720943,2000,Sell,61920.0,151740.0,30.96,75.87,TJREZR,hzfxpulb
03/21/2020,Adagatla Mamata,ITC,3,Parle,NSE,571715951742,1600,Buy,54272.0,95920.0,33.92,59.95,JVOAPG,lmavakgw
03/28/2020,Deepak Mishra,Cadila,4,Cadila,BSE,264752324089,600,Sell,15216.0,19428.0,25.36,32.38,WRYBJC,yjqfohpk
03/03/2020,Adagatla Mamata,ITC,3,Maruti Suzuki,BSE,979709520381,8100,Buy,34587.0,213840.0,4.27,26.4,KNZCMB,thjsmhac
03/16/2020,Viral Sanghavi,TATA Motors,1,Parle,BSE,708814672321,3400,Sell,238374.0,200430.0,70.11,58.95,XCFSYA,fgngvkca
02/13/2020,Viral Sanghavi,TATA Motors,1,Gail,NSE,342179006205,7400,Buy,309320.0,400340.0,41.8,54.1,WUYYEH,wgurexsn
03/03/2020,Tanooj Shah,HDFC,5,Zomato,BSE,149647683115,1000,Sell,24620.0,16079.999999999998,24.62,16.08,KEHVIQ,dwnptavq
03/30/2020,Adagatla Mamata,ITC,3,Bombay Dyeing,BSE,176877565516,5300,Sell,7419.999999999999,242952.00000000003,1.4,45.84,XMUQHB,bsjghyvd
02/08/2020,Ruby Lobo,Gail,2,Rajesh Exports,BSE,908646866134,9700,Buy,845064.0,673277.0,87.12,69.41,UZXRNR,rgsibera
02/05/2020,Deepak Mishra,Cadila,4,TATA Motors,BSE,629076299212,6400,Buy,227776.00000000003,360704.0,35.59,56.36,MUZNHE,zfindgwa
03/20/2020,Deepak Mishra,Cadila,4,Cadila,NSE,640895042471,3900,Sell,56004.0,375258.0,14.36,96.22,SASEXZ,kvahzffz
03/24/2020,Ruby Lobo,Gail,2,Bombay Dyeing,BSE,433057507401,5900,Sell,315827.0,480613.99999999994,53.53,81.46,HBGGMG,sjfjdkzq
03/12/2020,Ruby Lobo,Gail,2,MRF,BSE,205109428734,8000,Sell,617680.0,510640.0,77.21,63.83,KBHQAG,sjyxnsqa
03/24/2020,Deepak Mishra,Cadila,4,Gail,NSE,921296777050,2800,Sell,277480.0,54768.0,99.1,19.56,RNCOFQ,eejthpmr
02/08/2020,Tanooj Shah,HDFC,5,Karnataka Bank,NSE,600919835742,1400,Sell,9030.0,114954.0,6.45,82.11,NESTTZ,kxqxuxah
02/08/2020,Ruby Lobo,Gail,2,SpiceJet,BSE,96319349559,9900,Buy,770417.9999999999,910800.0,77.82,92.0,IUKFPA,qfyimeah
03/23/2020,Deepak Mishra,Cadila,4,Bombay Dyeing,BSE,233003188770,300,Sell,13643.999999999998,24345.0,45.48,81.15,LUTXTZ,rucfwwpm
03/03/2020,Tanooj Shah,HDFC,5,Zomato,NSE,14380253121,500,Buy,28335.0,22300.0,56.67,44.6,MZPNZA,atmrzqsm
03/24/2020,Adagatla Mamata,ITC,3,Indian Oil,BSE,55780611419,3900,Buy,17394.0,258960.00000000003,4.46,66.4,RCNRQM,kjwvkxhw
02/21/2020,Ruby Lobo,Gail,2,Bharat Petroleum,BSE,971420864910,3500,Sell,94885.0,341985.0,27.11,97.71,HVLOAE,zumzmsch
02/13/2020,Deepak Mishra,Cadila,4,Indian Oil,BSE,452257110691,1800,Buy,64728.0,173610.0,35.96,96.45,WSMFIT,lurywycd
03/18/2020,Tanooj Shah,HDFC,5,DLF,BSE,778695535636,2300,Buy,133699.0,118795.0,58.13,51.65,HIRFAD,apkwqrwx
02/24/2020,Deepak Mishra,Cadila,4,DLF,BSE,801031727389,2500,Buy,61075.0,43650.0,24.43,17.46,NDHTQI,ldoammre
03/06/2020,Tanooj Shah,HDFC,5,Cadila,NSE,269431222204,1100,Sell,60874.00000000001,50688.0,55.34,46.08,VODUUP,wjngbkfw
02/12/2020,Adagatla Mamata,ITC,3,Zomato,NSE,702507937103,1500,Buy,148065.0,63540.0,98.71,42.36,HLUYJT,vooafrnd
03/19/2020,Ruby Lobo,Gail,2,Suzlon,NSE,530656481626,8500,Buy,280075.0,521305.0,32.95,61.33,ICECFB,odzacnzr
03/19/2020,Viral Sanghavi,TATA Motors,1,Cadila,BSE,106647816864,5000,Buy,477500.0,23450.000000000004,95.5,4.69,IUAKZQ,sdbgdipr
02/04/2020,Viral Sanghavi,TATA Motors,1,MRF,NSE,783638451758,4500,Buy,437715.0,392805.0,97.27,87.29,NDGHCX,fniqgklm
02/26/2020,Viral Sanghavi,TATA Motors,1,DLF,NSE,334475636383,3400,Sell,59534.00000000001,314024.0,17.51,92.36,KUBHWS,gerlbwor
03/15/2020,Viral Sanghavi,TATA Motors,1,SpiceJet,NSE,138714032683,1400,Sell,9576.0,89726.0,6.84,64.09,BYYIAU,wzcejrsy
02/07/2020,Viral Sanghavi,TATA Motors,1,ITC,NSE,725147342051,200,Sell,9172.0,15169.999999999998,45.86,75.85,MVQGLT,izdcotuo
02/12/2020,Viral Sanghavi,TATA Motors,1,Maruti Suzuki,NSE,560278278455,800,Sell,71840.0,23528.0,89.8,29.41,OPEDNT,bunhjhun
02/27/2020,Deepak Mishra,Cadila,4,Indian Oil,BSE,948200588502,4000,Sell,67600.0,114600.0,16.9,28.65,XMYJEU,ezijhgei
03/04/2020,Adagatla Mamata,ITC,3,SBIN,BSE,995477916500,3200,Buy,168640.0,259071.99999999997,52.7,80.96,TWPURK,mqwwmmdp
02/22/2020,Deepak Mishra,Cadila,4,DLF,NSE,846509846435,4000,Sell,204760.0,39080.0,51.19,9.77,KAWFJB,lhvbqlih
03/18/2020,Viral Sanghavi,TATA Motors,1,Parle,BSE,948785624098,3500,Sell,239855.0,72660.0,68.53,20.76,WUGDIY,wldpqmje
02/14/2020,Viral Sanghavi,TATA Motors,1,Zomato,NSE,132786606414,7300,Sell,479901.99999999994,141401.0,65.74,19.37,ADHGUS,klftujug
03/06/2020,Deepak Mishra,Cadila,4,Reliance,BSE,221313596782,7400,Buy,643948.0,722610.0,87.02,97.65,MGXEWX,jqgxlxtj
03/18/2020,Deepak Mishra,Cadila,4,Royal Enfield,BSE,150428850253,700,Sell,11053.0,47285.0,15.79,67.55,FQCGLC,ewpzlyal
03/01/2020,Tanooj Shah,HDFC,5,Haldirams,NSE,881777676354,9500,Sell,152950.0,536750.0,16.1,56.5,UOUBLB,rnkarzqd
02/01/2020,Tanooj Shah,HDFC,5,ONGC,BSE,267867121143,6800,Buy,642532.0,206244.0,94.49,30.33,RKPUAZ,ebeifdif
02/14/2020,Deepak Mishra,Cadila,4,Larsen & Toubro,NSE,281390860469,1000,Buy,90770.0,36550.0,90.77,36.55,DRHNNT,ybbacmit
03/30/2020,Deepak Mishra,Cadila,4,HDFC,NSE,369295168486,8200,Buy,13612.0,346450.0,1.66,42.25,HUFHCY,tcqyulgc
03/09/2020,Deepak Mishra,Cadila,4,SBIN,BSE,938470285281,5600,Sell,512624.00000000006,250879.99999999997,91.54,44.8,IYITIJ,dvhwpimz
03/22/2020,Tanooj Shah,HDFC,5,ITC,NSE,578430523340,6600,Sell,464904.0,396462.0,70.44,60.07,WUUOSA,mkcpeiho
03/03/2020,Adagatla Mamata,ITC,3,MRF,NSE,796665100061,6300,Buy,438354.0,195552.0,69.58,31.04,NSCJYT,nmvijred
03/04/2020,Tanooj Shah,HDFC,5,DLF,BSE,628770326,9300,Buy,822678.0,537354.0,88.46,57.78,LUTIPK,esstpudo
02/21/2020,Ruby Lobo,Gail,2,Suzlon,BSE,374484377305,1700,Sell,159919.0,103003.0,94.07,60.59,KUOVWK,osehjvty
02/24/2020,Deepak Mishra,Cadila,4,Royal Enfield,NSE,413869406228,8500,Buy,223975.0,425510.0,26.35,50.06,WZQFNJ,riefeqvu
02/04/2020,Ruby Lobo,Gail,2,Dabur,NSE,927361690869,9500,Sell,432630.0,855285.0,45.54,90.03,QGOBOF,trxkgiwq
03/14/2020,Adagatla Mamata,ITC,3,Suzlon,NSE,582958463404,2500,Buy,122449.99999999999,225000.0,48.98,90.0,KXOSMI,aitsdopy
03/29/2020,Viral Sanghavi,TATA Motors,1,Karnataka Bank,BSE,436270136672,1000,Buy,26860.0,75360.0,26.86,75.36,EIVGIL,nlygcfwg
02/21/2020,Viral Sanghavi,TATA Motors,1,Parle,NSE,761675017721,5300,Sell,470958.0,308884.0,88.86,58.28,XHELXN,clrltnpn
02/21/2020,Ruby Lobo,Gail,2,Indian Oil,NSE,294642467053,900,Buy,11421.0,31329.000000000004,12.69,34.81,HPUKBK,haeqtswl
03/14/2020,Ruby Lobo,Gail,2,Maruti Suzuki,BSE,493979461624,8300,Buy,53286.0,828672.0,6.42,99.84,LSVQGS,zhbjhdqj
02/03/2020,Adagatla Mamata,ITC,3,Haldirams,NSE,174861634445,1100,Buy,40392.0,70015.0,36.72,63.65,HCDLLK,ckbeuhiv
03/21/2020,Deepak Mishra,Cadila,4,Maruti Suzuki,NSE,252697802626,3800,Sell,373920.0,299136.0,98.4,78.72,VZFKRZ,ptxvqchk
02/04/2020,Adagatla Mamata,ITC,3,Flipkart,NSE,866352447619,4800,Buy,234288.0,366432.0,48.81,76.34,ZKOYUV,tckdbjje
02/29/2020,Deepak Mishra,Cadila,4,Royal Enfield,NSE,260357863560,3400,Buy,53448.0,110602.0,15.72,32.53,FLDGIV,bisiitbj
02/22/2020,Tanooj Shah,HDFC,5,ONGC,NSE,70661968399,5700,Sell,120041.99999999999,497267.99999999994,21.06,87.24,SVIOMB,roxqdtjl
03/21/2020,Deepak Mishra,Cadila,4,SpiceJet,NSE,366355172806,400,Sell,25876.0,35424.0,64.69,88.56,DXUNRC,cbhhqmqn
03/09/2020,Adagatla Mamata,ITC,3,Eureka Forbes,NSE,314754330721,6800,Buy,150620.0,625872.0,22.15,92.04,SPSBNO,qhkhbdef
03/28/2020,Ruby Lobo,Gail,2,Royal Enfield,BSE,711855546463,9400,Buy,116748.0,874200.0,12.42,93.0,FAZYBU,ltdvmdiq
03/10/2020,Adagatla Mamata,ITC,3,Bombay Dyeing,BSE,134884516686,3000,Sell,242490.0,35850.0,80.83,11.95,TNAHGX,liovaequ
02/05/2020,Viral Sanghavi,TATA Motors,1,Reliance,BSE,206978283070,8800,Sell,290752.0,84568.0,33.04,9.61,XBWFQY,qqkiqzxx
02/26/2020,Tanooj Shah,HDFC,5,Gail,NSE,595264794761,2700,Sell,73683.0,266031.0,27.29,98.53,NKKJIC,mvuaahuv
03/21/2020,Ruby Lobo,Gail,2,Indian Oil,BSE,562132427402,8900,Sell,827166.0,717162.0,92.94,80.58,YLDBDL,vgjliycp
03/28/2020,Viral Sanghavi,TATA Motors,1,Rajesh Exports,NSE,310249022110,5100,Sell,260406.0,257193.0,51.06,50.43,GLAKBY,cxezssvn
03/14/2020,Ruby Lobo,Gail,2,ONGC,NSE,161713157018,1600,Sell,130144.0,153280.0,81.34,95.8,MWKKOB,xmpgdytb
02/23/2020,Ruby Lobo,Gail,2,SpiceJet,NSE,951106965390,3600,Buy,176076.0,301068.0,48.91,83.63,TUKXYV,ymhkucao
02/06/2020,Adagatla Mamata,ITC,3,SBIN,BSE,74713677582,7200,Sell,301104.0,619560.0,41.82,86.05,ZBBNEI,kuzrjnxk
03/14/2020,Viral Sanghavi,TATA Motors,1,Cadila,NSE,578024327189,6500,Buy,413205.0,440114.99999999994,63.57,67.71,XFRNIS,ygjgrvfe
02/07/2020,Deepak Mishra,Cadila,4,Bharat Petroleum,BSE,672100595920,1000,Buy,83790.0,58970.0,83.79,58.97,FGPLRA,pzoapjvy
02/18/2020,Deepak Mishra,Cadila,4,Dabur,NSE,248757622314,3900,Buy,291876.0,140478.0,74.84,36.02,MGNUYB,wgtdrgdq
02/12/2020,Adagatla Mamata,ITC,3,TATA Motors,BSE,899400207258,3000,Buy,107820.0,142800.0,35.94,47.6,CPTCCM,cjxgmyfb
03/21/2020,Ruby Lobo,Gail,2,Rajesh Exports,BSE,187391164575,8300,Sell,366860.0,103667.0,44.2,12.49,PALIXI,hnnkkstl
03/29/2020,Tanooj Shah,HDFC,5,Indian Oil,BSE,185687433807,2700,Sell,185085.0,174338.99999999997,68.55,64.57,UIDXAA,ajyhnosq
03/06/2020,Viral Sanghavi,TATA Motors,1,Suzlon,NSE,973101986818,2000,Buy,155220.0,100740.0,77.61,50.37,RVNRPC,rajrtvmn
03/30/2020,Tanooj Shah,HDFC,5,ITC,NSE,282811055206,8800,Buy,32120.0,442552.0,3.65,50.29,NQIMYB,qtvroaua
03/11/2020,Viral Sanghavi,TATA Motors,1,Indiabulls,NSE,321634332835,6400,Sell,299840.0,490176.0,46.85,76.59,FRKNVX,amwlmzmt
02/22/2020,Adagatla Mamata,ITC,3,Indiabulls,NSE,297361758075,5700,Sell,204059.99999999997,33117.0,35.8,5.81,RWIQOS,fqpscamn
03/11/2020,Adagatla Mamata,ITC,3,Flipkart,BSE,541844311749,7200,Buy,101376.0,366768.0,14.08,50.94,BCAMNB,yadsqgmm
02/17/2020,Tanooj Shah,HDFC,5,Cadila,NSE,976988788264,9400,Buy,283880.0,31960.0,30.2,3.4,RLKXRU,cdbzlnxu
02/29/2020,Viral Sanghavi,TATA Motors,1,Cadila,BSE,739396999311,6100,Buy,351177.0,603717.0,57.57,98.97,FRGBPJ,rnumdkpj
02/02/2020,Deepak Mishra,Cadila,4,Larsen & Toubro,BSE,710281246483,1800,Sell,49266.0,165600.0,27.37,92.0,YNKTUR,orukfuyb
03/21/2020,Tanooj Shah,HDFC,5,SpiceJet,BSE,443857943477,3700,Buy,307581.0,81474.0,83.13,22.02,IRANTR,edilxtyu
02/09/2020,Adagatla Mamata,ITC,3,Suzlon,BSE,376938246332,2700,Sell,264870.0,68202.0,98.1,25.26,QKMWFL,zvazvosg
03/08/2020,Ruby Lobo,Gail,2,Rajesh Exports,NSE,544020935404,300,Sell,29352.0,29493.0,97.84,98.31,SIUCMJ,qdekwgkc
02/11/2020,Viral Sanghavi,TATA Motors,1,Larsen & Toubro,NSE,227123538245,500,Sell,18630.0,4030.0000000000005,37.26,8.06,ZWYKQF,mepvyabz
03/30/2020,Deepak Mishra,Cadila,4,Indian Oil,NSE,209824556836,500,Sell,39420.0,250.0,78.84,0.5,LJABHY,jbbkkiiu
02/24/2020,Viral Sanghavi,TATA Motors,1,MRF,NSE,338708110910,2800,Buy,57512.0,108500.0,20.54,38.75,KNMRGI,rvmymjob
02/03/2020,Deepak Mishra,Cadila,4,Cadila,NSE,35734532183,9500,Buy,38189.99999999999,303905.0,4.02,31.99,JLHQMN,rrpxzjew
03/06/2020,Deepak Mishra,Cadila,4,Gail,BSE,993088748893,8500,Sell,384285.0,562615.0,45.21,66.19,YEJNKE,jlvwrfep
03/23/2020,Ruby Lobo,Gail,2,Britannia,BSE,285248642694,3000,Buy,27300.0,93360.0,9.1,31.12,RSYVSU,xrgipqcm
02/07/2020,Deepak Mishra,Cadila,4,Zomato,BSE,6055310079,9400,Sell,369608.0,592670.0,39.32,63.05,YYZBHU,suzxyfdq
02/03/2020,Viral Sanghavi,TATA Motors,1,Zomato,BSE,357098335667,9400,Sell,646250.0,147486.0,68.75,15.69,XSBCGS,fnrdrksf
03/01/2020,Ruby Lobo,Gail,2,Karnataka Bank,NSE,404968551651,9300,Sell,891219.0,723075.0,95.83,77.75,AESCEU,yfwrfttf
03/24/2020,Adagatla Mamata,ITC,3,Larsen & Toubro,NSE,579947599868,4100,Sell,129191.0,328615.0,31.51,80.15,EIJLKZ,oljilzxq
03/13/2020,Tanooj Shah,HDFC,5,Eureka Forbes,NSE,64576908083,5800,Buy,534992.0,429200.0,92.24,74.0,AGGBZI,znbcomea
02/03/2020,Tanooj Shah,HDFC,5,Rajesh Exports,BSE,773779796931,6100,Sell,188612.0,566080.0,30.92,92.8,ZKORAR,aqmehlhg
03/10/2020,Viral Sanghavi,TATA Motors,1,Larsen & Toubro,NSE,430681130390,6100,Sell,493246.0,436759.99999999994,80.86,71.6,JXHTZY,qhddbdlz
03/16/2020,Adagatla Mamata,ITC,3,Bombay Dyeing,NSE,856892189114,7500,Sell,689625.0,385950.0,91.95,51.46,QIMFWX,upqzydqh
03/05/2020,Tanooj Shah,HDFC,5,Gail,BSE,346282510526,8100,Sell,33858.0,244782.0,4.18,30.22,GVDFEY,pigwhttr
03/25/2020,Deepak Mishra,Cadila,4,HDFC,BSE,275856683651,1400,Buy,121352.00000000001,91168.0,86.68,65.12,JXGCTQ,rddierzt
02/14/2020,Tanooj Shah,HDFC,5,Reliance,BSE,326311224033,2800,Sell,128296.0,81956.0,45.82,29.27,NOSKKL,nanxtika
02/03/2020,Deepak Mishra,Cadila,4,Reliance,NSE,962297243366,1900,Sell,58539.0,115273.0,30.81,60.67,ISMETO,hnhbrwmv
03/01/2020,Tanooj Shah,HDFC,5,HDFC,BSE,627461477208,6500,Buy,339950.0,597675.0,52.3,91.95,VNSPEX,cjlpgfrp
03/26/2020,Viral Sanghavi,TATA Motors,1,SpiceJet,NSE,293909649802,3300,Sell,34980.0,25905.0,10.6,7.85,CUGUXO,gbcpfiid
02/19/2020,Viral Sanghavi,TATA Motors,1,Maruti Suzuki,BSE,316375082204,2400,Sell,55175.99999999999,71760.0,22.99,29.9,YIAHPI,qoqrezpf
02/29/2020,Adagatla Mamata,ITC,3,Reliance,NSE,654298850310,6500,Sell,527605.0,331370.0,81.17,50.98,ZRQIHN,ozejlxfp
03/16/2020,Adagatla Mamata,ITC,3,Indiabulls,NSE,428196846006,8300,Buy,802029.0,635697.0,96.63,76.59,XQWLCR,xvbfaixz
02/02/2020,Tanooj Shah,HDFC,5,HDFC,BSE,101180329472,7100,Buy,160602.0,51972.0,22.62,7.32,WHGUBJ,ryzliwgq
03/25/2020,Viral Sanghavi,TATA Motors,1,DLF,BSE,473565175520,10000,Sell,961800.0000000001,641400.0,96.18,64.14,MAXWFJ,vgitslhi
03/16/2020,Tanooj Shah,HDFC,5,Larsen & Toubro,NSE,988265767655,400,Sell,6616.0,31800.0,16.54,79.5,GDXWGU,cifjncpv
03/27/2020,Tanooj Shah,HDFC,5,Bombay Dyeing,NSE,388341645942,4200,Buy,417606.0,27174.0,99.43,6.47,BGQFDG,htvvqfkr
03/21/2020,Viral Sanghavi,TATA Motors,1,Gail,BSE,187444888075,8500,Sell,301070.0,213945.0,35.42,25.17,EAAGBV,csefzrsq
03/11/2020,Deepak Mishra,Cadila,4,Indiabulls,NSE,276426282681,8000,Sell,118560.0,229440.0,14.82,28.68,PISNCH,uiwmhffk
03/01/2020,Viral Sanghavi,TATA Motors,1,Cadila,BSE,371035390757,3900,Sell,305721.0,103701.0,78.39,26.59,WNGYWZ,qpxjrhno
02/08/2020,Deepak Mishra,Cadila,4,Indian Oil,NSE,990642803874,8100,Sell,751437.0,468342.0,92.77,57.82,YEQWQO,qybnhjtr
03/04/2020,Viral Sanghavi,TATA Motors,1,Gail,BSE,935777705407,1500,Buy,56324.99999999999,134475.0,37.55,89.65,WKVHAW,qwpukmbu
02/23/2020,Adagatla Mamata,ITC,3,Maruti Suzuki,BSE,528808920237,2800,Sell,186816.0,127708.0,66.72,45.61,KDKLCA,atfbjfea
02/20/2020,Tanooj Shah,HDFC,5,Indiabulls,NSE,302835417604,500,Buy,17270.0,28860.0,34.54,57.72,JCXHBI,rxbagllf
02/14/2020,Deepak Mishra,Cadila,4,TATA Motors,NSE,58528374927,4300,Sell,269825.0,260322.0,62.75,60.54,EDAHAV,ayudhaqh
03/15/2020,Ruby Lobo,Gail,2,Indian Oil,BSE,754829418385,9900,Buy,105633.0,653598.0,10.67,66.02,WUGIYO,cnqqabbp
03/04/2020,Tanooj Shah,HDFC,5,HDFC,BSE,825175404986,1800,Sell,16380.0,154242.0,9.1,85.69,PCXSMW,dkxgcklp
02/22/2020,Adagatla Mamata,ITC,3,ITC,BSE,965257302373,2300,Sell,42067.0,146188.0,18.29,63.56,JPOLST,hevfhbhg
02/07/2020,Viral Sanghavi,TATA Motors,1,TATA Motors,BSE,16934871236,7000,Sell,218820.0,589960.0,31.26,84.28,MGLFQQ,njolqnxx
03/20/2020,Tanooj Shah,HDFC,5,Dabur,NSE,926326452149,4100,Sell,127469.0,340505.0,31.09,83.05,BSANQV,fpudfhgt
03/29/2020,Deepak Mishra,Cadila,4,Zomato,NSE,198767440880,3100,Buy,127534.0,31310.0,41.14,10.1,ROTWQE,swdfasdo
03/28/2020,Viral Sanghavi,TATA Motors,1,Bharat Petroleum,NSE,254979931559,3300,Sell,51612.0,65438.99999999999,15.64,19.83,VDRFZS,pdfyvkdf
02/21/2020,Viral Sanghavi,TATA Motors,1,DLF,BSE,721982226324,2500,Sell,149825.0,180400.0,59.93,72.16,TTFBAL,cbpbttew
02/13/2020,Deepak Mishra,Cadila,4,Indiabulls,NSE,428637808985,5700,Sell,318459.0,510834.0,55.87,89.62,OPPHBH,qibtaqzp
02/18/2020,Ruby Lobo,Gail,2,Flipkart,NSE,995289318609,9500,Buy,608664.9999999999,427405.0,64.07,44.99,QKKXEY,khpdlmvj
03/26/2020,Viral Sanghavi,TATA Motors,1,Zomato,NSE,850142014352,5800,Buy,256302.0,181424.0,44.19,31.28,HYEOTG,wibfyxyk
02/22/2020,Viral Sanghavi,TATA Motors,1,Flipkart,BSE,713459541486,4100,Buy,171995.0,389500.0,41.95,95.0,YFWPBA,pqhejbtc
02/04/2020,Tanooj Shah,HDFC,5,Reliance,NSE,238199327889,1600,Buy,133232.0,85376.0,83.27,53.36,CFVZEO,jmqhmbwf
02/05/2020,Viral Sanghavi,TATA Motors,1,ONGC,NSE,551764303153,9500,Buy,247380.0,37145.0,26.04,3.91,RDBFQZ,cjjiafhr
03/26/2020,Viral Sanghavi,TATA Motors,1,Cadila,BSE,260580992086,6900,Sell,172638.0,680754.0,25.02,98.66,FGXJBU,fhnaatrz
02/02/2020,Ruby Lobo,Gail,2,MRF,BSE,811764150357,5300,Buy,513145.99999999994,131917.0,96.82,24.89,NOORLS,wqvejdib
03/27/2020,Ruby Lobo,Gail,2,TATA Motors,BSE,562087074362,6200,Buy,614482.0,389546.0,99.11,62.83,DXQZDZ,csssnvvr
03/03/2020,Ruby Lobo,Gail,2,Britannia,NSE,737085495748,6500,Buy,110240.0,546130.0,16.96,84.02,AVWGWQ,ubozcvyf
